video_path,action_orientation,video_dirname,video_basename,frame_rate,duration_secs,frame_count,split
/data/i5O/i5OData/undercover-left/videos/20220413/074502.mp4,left,20220413,074502,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/234033.mp4,left,20220413,234033,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220413/233926.mp4,left,20220413,233926,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/222435.mp4,left,20220413,222435,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/222007.mp4,left,20220413,222007,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220413/221753.mp4,left,20220413,221753,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220413/223907.mp4,left,20220413,223907,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220413/205042.mp4,left,20220413,205042,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/222114.mp4,left,20220413,222114,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/204935.mp4,left,20220413,204935,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220413/220322.mp4,left,20220413,220322,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/073910.mp4,left,20220415,073910,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/064832.mp4,left,20220415,064832,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/064510.mp4,left,20220415,064510,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/073116.mp4,left,20220415,073116,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/202300.mp4,left,20220415,202300,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/230528.mp4,left,20220415,230528,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/215507.mp4,left,20220415,215507,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/194628.mp4,left,20220415,194628,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/194302.mp4,left,20220415,194302,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/205129.mp4,left,20220415,205129,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/185447.mp4,left,20220415,185447,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/204656.mp4,left,20220415,204656,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/183734.mp4,left,20220415,183734,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/191749.mp4,left,20220415,191749,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/181001.mp4,left,20220415,181001,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/185556.mp4,left,20220415,185556,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/193025.mp4,left,20220415,193025,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/193500.mp4,left,20220415,193500,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/180158.mp4,left,20220415,180158,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/185121.mp4,left,20220415,185121,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/175139.mp4,left,20220415,175139,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/112117.mp4,left,20220415,112117,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/171451.mp4,left,20220415,171451,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/182128.mp4,left,20220415,182128,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/171927.mp4,left,20220415,171927,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/170906.mp4,left,20220415,170906,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/123412.mp4,left,20220415,123412,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/131009.mp4,left,20220415,131009,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/144301.mp4,left,20220415,144301,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/110949.mp4,left,20220415,110949,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/103102.mp4,left,20220415,103102,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/105933.mp4,left,20220415,105933,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/105025.mp4,left,20220415,105025,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/084541.mp4,left,20220415,084541,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/100454.mp4,left,20220415,100454,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220415/075349.mp4,left,20220415,075349,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220415/082415.mp4,left,20220415,082415,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/074556.mp4,left,20220415,074556,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/094426.mp4,left,20220415,094426,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220415/072431.mp4,left,20220415,072431,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/141252.mp4,left,20220414,141252,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/133129.mp4,left,20220414,133129,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/151423.mp4,left,20220414,151423,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/112123.mp4,left,20220414,112123,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/230448.mp4,left,20220414,230448,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/112015.mp4,left,20220414,112015,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/072638.mp4,left,20220414,072638,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/122520.mp4,left,20220414,122520,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/101617.mp4,left,20220414,101617,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/081926.mp4,left,20220414,081926,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/132339.mp4,left,20220414,132339,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/080705.mp4,left,20220414,080705,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/070303.mp4,left,20220414,070303,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/070156.mp4,left,20220414,070156,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/075912.mp4,left,20220414,075912,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/191740.mp4,left,20220414,191740,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/110433.mp4,left,20220414,110433,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/104958.mp4,left,20220414,104958,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/203917.mp4,left,20220414,203917,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/201440.mp4,left,20220414,201440,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/215314.mp4,left,20220414,215314,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/193212.mp4,left,20220414,193212,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/201909.mp4,left,20220414,201909,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/192637.mp4,left,20220414,192637,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/195112.mp4,left,20220414,195112,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/193319.mp4,left,20220414,193319,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/232817.mp4,left,20220414,232817,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/221749.mp4,left,20220414,221749,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/200905.mp4,left,20220414,200905,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/174246.mp4,left,20220414,174246,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/214952.mp4,left,20220414,214952,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/220103.mp4,left,20220414,220103,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/225551.mp4,left,20220414,225551,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/224909.mp4,left,20220414,224909,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/133558.mp4,left,20220414,133558,20.0,60.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220414/145736.mp4,left,20220414,145736,20.0,60.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220414/142150.mp4,left,20220414,142150,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220414/141935.mp4,left,20220414,141935,20.0,60.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20230403/081652.mp4,left,20230403,081652,24.85,60.0,1491,Validation
/data/i5O/i5OData/undercover-left/videos/20230403/164502.mp4,left,20230403,164502,22.73,60.0,1364,Validation
/data/i5O/i5OData/undercover-left/videos/20230403/065651.mp4,left,20230403,065651,25.35,60.0,1521,Test
/data/i5O/i5OData/undercover-left/videos/20230403/132859.mp4,left,20230403,132859,24.77,60.0,1486,Validation
/data/i5O/i5OData/undercover-left/videos/20230403/101455.mp4,left,20230403,101455,25.57,60.0,1534,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/091714.mp4,left,20220912,091714,10.81,111.01,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220912/140807.mp4,left,20220912,140807,12.77,94.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220912/153701.mp4,left,20220912,153701,11.88,101.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220912/170743.mp4,left,20220912,170743,12.5,96.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/165020.mp4,left,20220912,165020,8.63,139.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/175810.mp4,left,20220912,175810,13.95,86.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/092409.mp4,left,20220912,092409,10.0,120.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/124226.mp4,left,20220912,124226,10.71,112.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220912/150813.mp4,left,20220912,150813,9.3,129.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/171407.mp4,left,20220912,171407,12.24,98.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220912/175450.mp4,left,20220912,175450,11.01,108.99,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230328/070031.mp4,left,20230328,070031,28.4,60.0,1704,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230328/111936.mp4,left,20230328,111936,28.43,60.0,1706,Test
/data/i5O/i5OData/undercover-left/videos/20230328/000725.mp4,left,20230328,000725,27.08,60.0,1625,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/081432.mp4,left,20230328,081432,28.82,60.0,1729,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/091634.mp4,left,20230328,091634,28.75,60.0,1725,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/065230.mp4,left,20230328,065230,28.78,60.0,1727,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/000324.mp4,left,20230328,000324,28.05,60.0,1683,Test
/data/i5O/i5OData/undercover-left/videos/20230328/001025.mp4,left,20230328,001025,27.43,60.0,1646,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/084033.mp4,left,20230328,084033,28.17,60.0,1690,Validation
/data/i5O/i5OData/undercover-left/videos/20230328/105636.mp4,left,20230328,105636,28.68,60.0,1721,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220607/132656.mp4,left,20220607,132656,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220607/143941.mp4,left,20220607,143941,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220607/153255.mp4,left,20220607,153255,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/172246.mp4,left,20220607,172246,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/124724.mp4,left,20220607,124724,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/130524.mp4,left,20220607,130524,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/122913.mp4,left,20220607,122913,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220607/094852.mp4,left,20220607,094852,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/122238.mp4,left,20220607,122238,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220607/093519.mp4,left,20220607,093519,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230317/123348.mp4,left,20230317,123348,46.83,60.0,2810,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230317/083946.mp4,left,20230317,083946,46.65,60.0,2799,Test
/data/i5O/i5OData/undercover-left/videos/20230317/100847.mp4,left,20230317,100847,46.22,60.0,2773,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/112648.mp4,left,20230317,112648,46.65,60.0,2799,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/081546.mp4,left,20230317,081546,46.77,60.0,2806,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/124348.mp4,left,20230317,124348,46.73,60.0,2804,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/102647.mp4,left,20230317,102647,46.5,60.0,2790,Test
/data/i5O/i5OData/undercover-left/videos/20230317/080845.mp4,left,20230317,080845,46.63,60.0,2798,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/090546.mp4,left,20230317,090546,46.2,61.0,2818,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/104648.mp4,left,20230317,104648,46.77,60.0,2806,Validation
/data/i5O/i5OData/undercover-left/videos/20230317/094247.mp4,left,20230317,094247,46.42,60.0,2785,Validation
/data/i5O/i5OData/undercover-left/videos/20230322/162547.mp4,left,20230322,162547,46.26,61.0,2822,Test
/data/i5O/i5OData/undercover-left/videos/20230322/164848.mp4,left,20230322,164848,47.5,60.0,2850,Validation
/data/i5O/i5OData/undercover-left/videos/20230322/132846.mp4,left,20230322,132846,46.72,60.0,2803,Validation
/data/i5O/i5OData/undercover-left/videos/20230322/185749.mp4,left,20230322,185749,47.1,60.0,2826,Validation
/data/i5O/i5OData/undercover-left/videos/20230322/071644.mp4,left,20230322,071644,46.93,60.0,2816,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/170917.mp4,left,20220613,170917,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220613/171350.mp4,left,20220613,171350,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/101028.mp4,left,20220613,101028,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/175758.mp4,left,20220613,175758,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220613/135724.mp4,left,20220613,135724,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220613/150628.mp4,left,20220613,150628,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220613/125410.mp4,left,20220613,125410,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/140733.mp4,left,20220613,140733,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/091033.mp4,left,20220613,091033,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/093400.mp4,left,20220613,093400,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220613/095807.mp4,left,20220613,095807,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20230417/221118.mp4,left,20230417,221118,4.88,60.0,293,Validation
/data/i5O/i5OData/undercover-left/videos/20230417/182849.mp4,left,20230417,182849,4.93,60.0,296,Validation
/data/i5O/i5OData/undercover-left/videos/20230417/191856.mp4,left,20230417,191856,4.69,60.99,286,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230417/175945.mp4,left,20230417,175945,4.75,61.0,290,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20230417/125519.mp4,left,20230417,125519,4.93,60.0,296,Test
/data/i5O/i5OData/undercover-left/videos/20230417/101701.mp4,left,20230417,101701,4.97,60.0,298,Validation
/data/i5O/i5OData/undercover-left/videos/20230417/071823.mp4,left,20230417,071823,5.42,60.0,325,Validation
/data/i5O/i5OData/undercover-left/videos/20230417/074726.mp4,left,20230417,074726,5.32,60.0,319,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/144233.mp4,left,20220727,144233,10.08,119.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/083824.mp4,left,20220727,083824,10.71,112.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220727/074358.mp4,left,20220727,074358,10.71,112.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/130719.mp4,left,20220727,130719,10.44,115.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/080438.mp4,left,20220727,080438,10.71,112.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220727/162454.mp4,left,20220727,162454,10.08,119.0,1200,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220727/084940.mp4,left,20220727,084940,10.71,112.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220727/151552.mp4,left,20220727,151552,10.0,120.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/075132.mp4,left,20220727,075132,10.62,113.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/124037.mp4,left,20220727,124037,10.17,118.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/064739.mp4,left,20220727,064739,10.71,112.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/000831.mp4,left,20220727,000831,13.64,88.0,1200,Test
/data/i5O/i5OData/undercover-left/videos/20220727/065124.mp4,left,20220727,065124,10.71,112.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220727/072124.mp4,left,20220727,072124,10.62,113.0,1200,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/171922.mp4,left,20220525,171922,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220525/130053.mp4,left,20220525,130053,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220525/133710.mp4,left,20220525,133710,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220525/154324.mp4,left,20220525,154324,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/101353.mp4,left,20220525,101353,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/135320.mp4,left,20220525,135320,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/102617.mp4,left,20220525,102617,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/102511.mp4,left,20220525,102511,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220525/121815.mp4,left,20220525,121815,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220525/123836.mp4,left,20220525,123836,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/111053.mp4,left,20220608,111053,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220608/094335.mp4,left,20220608,094335,10.0,60.0,600,Validation_unlabel
/data/i5O/i5OData/undercover-left/videos/20220608/085414.mp4,left,20220608,085414,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220608/091837.mp4,left,20220608,091837,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/091041.mp4,left,20220608,091041,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/101223.mp4,left,20220608,101223,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/175044.mp4,left,20220608,175044,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/181014.mp4,left,20220608,181014,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220608/174723.mp4,left,20220608,174723,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/123653.mp4,left,20220608,123653,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220608/112117.mp4,left,20220608,112117,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/100809.mp4,left,20220517,100809,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/135758.mp4,left,20220517,135758,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220517/102323.mp4,left,20220517,102323,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/131656.mp4,left,20220517,131656,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/133706.mp4,left,20220517,133706,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/101235.mp4,left,20220517,101235,10.0,60.0,600,Validation
/data/i5O/i5OData/undercover-left/videos/20220517/101445.mp4,left,20220517,101445,10.0,60.0,600,Test
/data/i5O/i5OData/undercover-left/videos/20220517/142716.mp4,left,20220517,142716,10.0,60.0,600,Validation
